"Question","Answer"
"반도는 복잡한 재즈 곡을 시도하고 싶어 했지만,
늦은 시간,
춤추며 열기를 내뿜는 작은 불,
바람으로부터 우리를 감싸주는 눈 때문에
우리 모두 너무 졸려서
할 수 없었다
마지막으로 느린 '소등 나팔'을 간신히 연주하는 것 이상은
가죽 위에 눕고 가죽을 덮기 전
불을 끄고.","Bando wanted to try some complicated jazz tunes,
but the late hour,
the small fire dancing and throwing heat,
and the snow insulating us from the winds
made us all so sleepy
that we were not capable of more than
a last slow rendition of taps
before we put ourselves on and under skins
and blew out the light."
"아무도 깨기 전에
다음 날 아침,
프라이트풀이 배고프다고
우는 소리가 들렸다.","Before anyone was awake
the next morning,
I heard Frightful
call hungrily."
"밖에 재워 놓았었다,
사람이 너무 많아서.","I had put her outside to sleep,
as we were very crowded."
"나가서 그녀를 찾았다.","I went out to find her."
"크리스마스 저녁으로
큰 사슴고기 덩어리를 먹었지만,
밤공기가 식욕을
더 키워 놓았다.","Her Christmas dinner had been
a big piece of venison,
but the night air had enlarged
her appetite."
"그녀를 내 주먹으로 불러
우리는 풀밭으로 나가
손님들을 위한 아침을 마련했다.","I called her to my fist
and we went into the meadow
to rustle up breakfast for the guests."
"그녀가 토끼를 잡으려 했지만
적절하지 않다고 생각했다
크리스마스 다음 날 아침으로는,
우리는 개울로 갔다.","She was about to go after a rabbit,
but I thought that wasn't proper fare
for a post-Christmas breakfast,
so we went to the stream."
"프라이트풀은 꿩을 잡았고
나는 얼음에 구멍을 뚫어
얼음낚시를 했다.","Frightful caught herself a pheasant
while I kicked a hole in the ice
and did a little ice fishing."
"송어를 여섯 마리쯤 잡고
프라이트풀을 불렀다
내 손으로.","I caught about six trout
and whistled Frightful
to my hand."
"우리는 솔송나무로 돌아갔다.","We returned to the hemlock."
"아빠와 반도는 아직 자고 있었는데,
발이 서로의 얼굴 위에 있었지만
둘 다 아주 만족스러운 표정이었다.","Dad and Bando were still asleep,
with their feet in each other's faces,
but both looking very content."
"나는 불을 지피고
생선을 굽고
팬케이크를 만들고 있었는데
아빠가 침대에서 벌떡 일어났다.","I built the fire
and was cooking the fish
and making pancakes
when Dad shot out of bed."
"야생 소년아! 하고 그가 외쳤다.
이 활기찬 냄새!
이 당당한 불!
나무 속에서 아침이라니.
아들아, 나는 해 뜰 때부터 질 때까지 일하지만
이렇게 잘 살아본 적이 없구나!","""Wild boy!"" he shouted.
""What a sanguine smell.
What a purposeful fire.
Breakfast in a tree.
Son, I toil from sunup to sundown,
and never have I lived so well!"""
"나는 아빠에게 식사를 내놓았다.","I served him."
"도토리 팬케이크에 좀 사래가 걸렸는데—
좀 납작하고 딱딱하기 때문이다—
하지만 반도가 블루베리 잼을 꺼내어
팬케이크 위에 듬뿍 발랐다.","He choked a bit on the acorn pancakes—
they are a little flat and hard—
but Bando got out some of his blueberry jam
and smothered the pancakes with an enormous portion."
"아빠는 이것을 먹는 시늉을 했다.","Dad went through the motions of eating this."
"하지만 생선은 맛있게 먹었고
더 달라고 했다.","The fish, however, he enjoyed,
and he asked for more."
"우리는 사사프라스 차를 마시고
반도가 가져다준 설탕으로 달게 해서,
거북이등껍질을 눈으로 깨끗이 닦고
숲으로 나갔다.","We drank sassafras tea,
sweetened with some of the sugar Bando had brought me,
rubbed our turtle shells clean in the snow,
and went out into the forest."
"아빠는 프라이트풀을
만난 적이 없었다.","Dad had not met
Frightful."
"그녀가 날개를 펴고 내려오자
솔송나무에서,
아빠는 몸을 숙이고 눈 위에 납작 엎드리며
소리쳤다,
발사! 하고.","When she winged down
out of the hemlock,
he ducked and flattened out in the snow
shouting,
""Blast off."""
"아빠는 프라이트풀에게 상당히 냉담했다
알기 전까지는
우리 가족에서 지금까지 가장 뛰어난
식량 조달자라는 것을.","He was very cool toward Frightful
until he learned that she was
the best provider we had ever had
in our family."
"그 뒤로는 끊임없이
그녀의 아름다움을 칭찬하고
재능을 감탄했다.","and then he continually
praised her beauty
and admired her talents."
"심지어 쓰다듬으려고도 했지만
프라이트풀은
쉽게 마음을 열지 않았다.","He even tried to pet her,
but Frightful
was not to be won."
"그녀는 아빠를 할퀴었다
발톱으로.","She snagged him
with her talons."
"그들은 서로를 피했지만,
아빠가 방문하는 나머지 기간 동안,
아빠는 그녀를 감탄하기를 멈추지 않았다
안전한 거리에서.","They stayed away from each other
for the rest of Dad's visit,
although Dad never ceased to admire her
from a safe distance."
"반도는 떠나야 했다
크리스마스 후 2, 3일 뒤에.","Bando had to leave
two or three days after Christmas."
"채점할 과제가 있었고,
어느 날 아침 마지못해 출발했는데,
매우 불만스러운 표정이었다
자신이 선택한 삶의 방식이.","He had some papers to grade,
and he started off reluctantly one morning,
looking very unhappy
about the way of life he had chosen."
"그는 모두에게 악수를 하고
나를 향해 말했다,
신문 기사는 다 모아놓을게,
기자들이 너의 행방에
너무 가까워지면
뉴욕 신문사에 전화해서
엉터리 정보를 흘릴게.","He shook hands all around
and then turned to me and said,
""I'll save all the newspaper clippings for you,
and if the reporters start getting
too hot on your trail,
I'll call the New York papers
and give them a bum steer."""
"그가 그 아이디어를 꽤 마음에 들어하는 것을 알 수 있었고,
떠났다
조금 더 행복해져서.","I could see he rather liked the idea,
and departed
a little happier."
"아빠는 며칠 더 머물면서
얼음낚시를 하고,
내 덫과 올가미를 놓고,
호두 껍질을 까셨다.","Dad lingered on for a few more days,
ice fishing,
setting my traps and snares,
and husking walnuts."
"요리용 숟가락을 깎아 만들었다
포크도.","He whittled some cooking spoons
and forks."
"새해 첫날
아빠는 가야 한다고 했다.","On New Year's Day
he announced that he must go."
"엄마한테 말했거든
크리스마스만 있겠다고.
엄마가 나를 잘 아니까 다행이지
안 그러면 걱정했을 거야.","""I told your mother
I would only stay for Christmas.
It's a good thing she knows me
or she might be worried."""
"경찰에 신고해서 아빠를 찾게 하지 않을까요?
하고 나는 서둘러 물었다.
혹시 생각할 수도 있잖아요
아빠가 저를 못 찾은 줄.","""She won't send the police out to look for you?""
I asked hurriedly.
""Could she think
you never found me?"""
"아, 전화하겠다고 했거든
크리스마스 밤에
못 찾으면.
하고 그는 이것저것 만지작거리며
한두 시간 더,
어떻게 떠날지 고민했다.","""Oh, I told her I'd call her
Christmas night
if I didn't.""
He poked around
for another hour or two,
trying to decide just how to leave."
"마침내 산을 내려가기 시작했다.","Finally he started down the mountain."
"100발자국도 가기 전에
그가 돌아왔다.","He had hardly gone a hundred feet
before he was back."
"다른 길로 가기로 했어.
누군가 내 발자국을 추적하면
너를 찾을 수 있으니까.
그러면 너무 안타깝잖아.","""I've decided to leave by another route.
Somebody might backtrack me
and find you.
And that would be too bad."""
"그는 내게 다가와
어깨에 손을 얹었다.","He came over to me
and put his hand on my shoulder."
"아주 잘해냈다, 샘.","You've done very well, Sam."
"그는 씩 웃으며
협곡 쪽으로 걸어갔다.","He grinned
and walked off toward the gorge."
"나는 그를 지켜보았다
바위에서 바위로 뛰어다니는 것을.","I watched him
bound from rock to rock."
"그는 큰 바위 꼭대기에서 손을 흔들고
뛰어올랐다
공중으로.","He waved from the top of a large rock
and leaped
into the air."
"그것이 내가 마지막으로 본 아빠의 모습이었다
오랜 시간 동안.","That was the last I saw of Dad
for a long time."
